token,count,humor_type,type_score,score_dark_humor,score_wordplay_puns,score_sarcasm_irony,score_absurd_surreal,score_topical_political,score_relationship_family,score_workplace_office,score_animals
skins,4,animals,0.14539552,0.11450504,0.04071423,0.053521305,0.052716445,0.097268134,0.026285235,0.051150296,0.14539552
shredder,4,dark_humor,0.29263875,0.29263875,0.08745465,0.123347744,0.07274383,0.1131465,0.11562711,0.061317876,0.13988471
chairs,4,topical_political,0.11621052,0.09926541,0.017323747,0.07223766,0.098915994,0.11621052,0.11358026,0.039972715,0.107426226
injured,4,animals,0.13030809,0.035354964,0.08775182,0.098027244,0.015311226,0.111549795,0.090829305,0.01866988,0.13030809
restaurants,4,relationship_family,0.16792558,0.06875792,0.0052251723,0.051489376,0.04333587,0.061066486,0.16792558,0.002841277,0.11004253
hall,4,dark_humor,0.1666868,0.1666868,-0.052094527,-0.027999017,0.12823364,0.086284086,0.09361163,0.010703292,0.16263676
claws,4,animals,0.36911318,0.088619485,0.067034796,0.004875682,0.12721574,0.047495015,0.10296599,0.046204187,0.36911318
club,4,sarcasm_irony,0.14074656,0.0985585,0.050617836,0.14074656,0.046824496,0.033847515,0.12731197,-0.0074088033,0.1112416
raking,4,animals,0.16997316,0.08577329,0.05558343,0.10665053,0.08519319,0.036070414,0.043836,2.6222318e-05,0.16997316
mess,4,topical_political,0.17379564,0.16536628,0.07207542,0.09207232,0.099883616,0.17379564,0.09722631,-0.0005141124,0.13524476
clowns,4,dark_humor,0.25945526,0.25945526,0.17636563,0.19109719,0.24704766,0.102638915,0.018111344,0.044283368,0.063545994
try,4,absurd_surreal,0.10295363,0.08941105,0.058141008,0.073522,0.10295363,0.085391924,0.058854498,0.022976095,0.06609907
soldier,4,dark_humor,0.24798632,0.24798632,0.055728536,0.14143981,0.016371775,0.17175508,0.0037794933,0.0018640487,0.15422308
clipboard,4,animals,0.13134842,0.0710332,-0.005577664,0.028501617,0.038422972,0.108394034,0.0143798515,0.090789706,0.13134842
anything,4,animals,0.19687589,0.10536675,0.047826342,0.0027044602,0.12838092,0.1359751,0.075019926,0.018974122,0.19687589
anyone,4,animals,0.10421133,0.10261513,0.045056082,0.05568886,0.033445526,0.07595003,0.074948825,0.056201935,0.10421133
collar,4,animals,0.46033973,0.0815236,0.03364405,0.046955436,0.09828476,0.10166151,0.017810468,0.013970773,0.46033973
strange,4,absurd_surreal,0.25881904,0.1132077,0.051728368,0.032139022,0.25881904,0.031988688,-0.00837145,0.056099392,0.032427832
happening,4,dark_humor,0.18447348,0.18447348,0.10962492,0.13602693,0.18414187,0.13767326,0.106718674,0.03888212,0.0360176
identical,4,animals,0.13551517,0.1329869,0.12701866,0.11284402,0.11298373,0.079371184,0.03483562,-0.032696627,0.13551517
woods,4,animals,0.19202939,0.116584815,0.028574998,0.026239028,0.07528624,0.07093771,0.0724698,-0.043551568,0.19202939
clerk,4,workplace_office,0.26747698,0.12666623,0.08475915,0.00253403,0.058995694,0.044706125,0.010255287,0.26747698,0.121325284
coffin,4,dark_humor,0.5726371,0.5726371,0.12859422,0.08219904,0.18101037,0.12328835,-0.0034275448,-0.06624516,0.1521681
shower,4,animals,0.101998776,0.032764494,0.010554485,0.017930252,0.056330763,0.05061885,0.0843745,0.0048138946,0.101998776
filled,4,dark_humor,0.23808077,0.23808077,0.031685643,0.05675327,0.082382485,0.16942531,0.018251678,0.0019572845,0.12452859
medieval,4,dark_humor,0.1687252,0.1687252,0.06655143,0.09700221,0.045976173,0.017600141,0.14012331,0.061074097,0.07282569
along,4,dark_humor,0.14811158,0.14811158,0.054877877,0.07764664,0.042177312,0.07890001,0.07893728,-0.027365409,0.1427283
additionally,4,animals,0.14143282,0.11942968,0.07739263,0.031704478,0.014382245,0.07506319,0.102837816,0.10022287,0.14143282
diving,4,topical_political,0.1367453,0.073940925,0.03240422,0.024086531,0.06741551,0.1367453,0.037698243,-0.009525828,0.09371498
sweater,4,animals,0.17965063,0.06107383,0.04493051,0.09176721,0.051550604,0.14880285,0.06073091,0.070314646,0.17965063
notes,4,sarcasm_irony,0.15500408,0.1489443,0.0886112,0.15500408,0.08563313,0.05046907,0.1138314,0.13243426,0.14505865
used,4,topical_political,0.158185,0.13645723,0.009592395,0.037291676,0.03981216,0.158185,0.024411283,0.10329843,0.10638234
distance,4,absurd_surreal,0.15204515,0.042404562,0.04621012,0.056980506,0.15204515,0.048486486,0.11440165,0.1094718,0.0841459
reptile,4,animals,0.260845,0.07318699,0.08075808,0.062040225,0.1813735,0.02660173,-0.0664689,-0.0007086322,0.260845
feet,4,animals,0.15195863,0.08055471,0.07173976,0.029362036,0.1202249,0.020009499,0.07218595,0.022285158,0.15195863
grilling,4,dark_humor,0.12091458,0.12091458,0.050745986,0.09187697,-0.0021332316,0.07401971,0.08487149,-0.046744026,0.11157431
putting,4,wordplay_puns,0.14007352,0.11370411,0.14007352,0.0967002,0.06928249,0.06805131,0.031059463,-0.03528423,0.11542699
held,4,topical_political,0.129646,0.055599704,0.012701241,0.047318704,-0.0014989739,0.129646,0.007802911,0.041033354,0.09123679
mat,4,dark_humor,0.11621489,0.11621489,-0.037556786,0.002857163,0.044205118,0.060504615,-0.07696283,0.11380016,0.11130172
cars,4,animals,0.23565868,0.1113607,0.017613888,-0.020382915,0.18277326,0.15097731,0.15515772,-0.031022822,0.23565868
shock,4,dark_humor,0.19559982,0.19559982,0.09685072,0.14432749,0.13202016,0.12232044,0.05985922,0.0450653,0.0636145
princess,4,animals,0.11795726,0.101232074,0.0899512,0.01913257,0.11089979,0.07455315,0.096247666,0.0667662,0.11795726
owner,4,animals,0.13747886,0.106629804,0.050808392,-0.00091413874,0.013800718,0.009854133,0.07549558,0.0874255,0.13747886
underwater,4,animals,0.16409111,0.12797232,0.03707648,0.0029038303,0.13701719,0.13431327,0.052089803,0.029303426,0.16409111
repunzel,4,workplace_office,0.108408034,0.09329195,0.05669301,0.067008935,0.10105654,0.024632001,0.014768391,0.108408034,0.10667011
cemetery,4,dark_humor,0.6030177,0.6030177,0.044108678,0.103354834,0.09671318,0.023382438,0.0029808031,-0.11608826,0.05297018
really,4,sarcasm_irony,0.15421437,0.08335513,0.10973747,0.15421437,0.12367939,0.10172709,0.066504695,0.082042456,0.08812542
trapped,4,absurd_surreal,0.15425682,0.1510468,0.117313534,0.09847077,0.15425682,0.1379988,0.062661745,-0.14974533,0.14314783
slanted,4,sarcasm_irony,0.19327794,0.1768284,0.13897233,0.19327794,0.095429845,0.13866107,0.0685318,0.09671369,0.11258988
cause,4,relationship_family,0.13506867,0.106338866,0.093093954,0.06378785,0.042819604,0.124247596,0.13506867,0.0032051243,0.097969845
uniform,4,sarcasm_irony,0.13862273,0.12574235,0.047007896,0.13862273,0.046183515,0.100471765,-0.043048155,0.062136225,0.10800337
pouring,4,topical_political,0.11071854,0.043582253,0.060933433,0.029419698,0.06011571,0.11071854,0.07568238,0.072607584,0.09018612
take,4,topical_political,0.12829778,0.096389025,0.050621815,0.088574946,0.0785603,0.12829778,0.057013936,-0.0029805372,0.1272272
fours,3,wordplay_puns,0.11100948,0.08387544,0.11100948,-0.00211763,0.05068768,0.04858255,0.05775231,-0.0145828165,0.098171905
female,3,animals,0.12052314,0.031607397,0.058671385,8.280837e-05,0.023987925,0.026617747,0.055087354,0.08471694,0.12052314
fear,3,topical_political,0.2436182,0.22013968,0.015989501,-0.007957481,0.19557452,0.2436182,0.02231133,-0.071440384,0.1329937
moving,3,absurd_surreal,0.13144219,0.07373116,0.048295222,0.060009606,0.13144219,0.03505645,0.09675058,0.00829084,0.09347889
fancy,3,animals,0.18282887,0.17676762,0.041652475,0.069542676,0.1305727,0.018090181,0.030836705,0.010383479,0.18282887
oven,3,dark_humor,0.10798366,0.10798366,0.030308016,0.094268814,0.040332273,0.041056294,0.06750096,0.018432874,0.044898584
move,3,animals,0.10561373,0.050994635,0.03675061,0.07150818,0.09442012,0.032413393,0.09667773,0.014300529,0.10561373
rooftop,3,dark_humor,0.15046282,0.15046282,-0.005472983,0.03226432,0.05444331,0.07164734,0.024117,-0.02750031,0.11307211
recording,3,animals,0.09247087,0.07641998,0.022621483,0.03251578,0.09027901,0.06577128,0.027769856,0.06879929,0.09247087
listening,3,animals,0.20146215,0.12334799,0.029625854,0.0022644629,0.08603153,0.077585846,0.096965,-0.039256535,0.20146215
frill,3,dark_humor,0.15426835,0.15426835,0.02821524,0.09830272,0.072981596,0.12011987,0.028971206,0.061144505,0.10199417
image,3,animals,0.15188316,0.10321795,-0.02161263,0.04857879,0.14906141,0.11498143,0.033491086,0.0433506,0.15188316
situation,3,relationship_family,0.2779945,0.12665755,0.1553143,0.12077985,0.124420315,0.103451,0.2779945,0.08388989,0.09018179
insects,3,animals,0.24900198,0.13100272,0.081742555,-0.036522467,0.21024123,0.115039274,0.0035000327,-0.022210427,0.24900198
inspecting,3,animals,0.13138376,0.037455704,-0.02814842,0.056229874,0.080629356,0.03134966,0.04674885,-0.021016069,0.13138376
makes,3,animals,0.13753584,0.082781024,0.03633931,0.07198315,0.086461276,0.11897588,0.12123174,0.06329576,0.13753584
object,3,animals,0.23839292,0.13114093,0.018848956,0.037648384,0.23800951,0.1082828,-0.0045074,0.0506918,0.23839292
make,3,topical_political,0.133059,0.07480379,0.06422124,0.08068433,0.08690412,0.133059,0.115963995,0.072941706,0.12458091
ivs,3,topical_political,0.09984952,0.09102916,0.017075235,0.060386855,0.025261968,0.09984952,0.039989613,0.05266554,0.099619046
jacket,3,animals,0.20833886,0.10993141,0.009016626,0.049048018,0.048671674,0.12328929,0.023858849,0.0065044407,0.20833886
shoot,3,topical_political,0.19997402,0.09583702,0.08952473,0.05385558,0.06022578,0.19997402,0.039888218,0.084588826,0.12051225
jetpack,3,dark_humor,0.18056858,0.18056858,0.022446977,0.045330543,0.093857415,0.11170348,0.010583691,0.06249629,0.071578845
machine,3,absurd_surreal,0.18464026,0.18235108,0.04659991,0.051160023,0.18464026,0.104133435,0.03386288,0.049861766,0.17430577
scribe,3,sarcasm_irony,0.19440757,0.18832368,0.114018425,0.19440757,0.058502913,0.00564038,-0.014802236,0.14375126,0.04209894
note,3,sarcasm_irony,0.18060617,0.14716162,0.085234046,0.18060617,0.074153155,0.1280725,0.07041935,0.15922882,0.10578684
longer,3,topical_political,0.14640802,0.09637947,0.083364144,0.11657046,0.10791447,0.14640802,0.101740524,0.119306296,0.108358935
kingdom,3,dark_humor,0.17845845,0.17845845,0.06858881,0.034074422,0.118516035,-0.027711548,-0.009423272,-0.024951862,0.15976028
shaped,3,absurd_surreal,0.18363255,0.14527258,0.054475255,0.12388518,0.18363255,0.15411463,0.0096655525,0.040712018,0.18357855
knights,3,animals,0.15693808,0.097830616,0.0081128515,0.050458856,0.08421617,0.012405418,0.09991267,0.04699391,0.15693808
rifle,3,animals,0.23118386,0.1696891,0.07596649,0.09130831,0.1077212,0.16914684,0.07832727,0.041403856,0.23118386
laboratory,3,absurd_surreal,0.16092364,0.09311917,0.040571257,0.09670727,0.16092364,0.122545175,-0.0053078784,0.05357924,0.12084778
location,3,dark_humor,0.086895205,0.086895205,0.011970555,0.009915873,0.022844972,0.057558026,0.07392047,0.0007659476,0.08408139
serious,3,sarcasm_irony,0.2685181,0.08470815,0.15715694,0.2685181,0.19798937,0.14566526,0.061313782,0.07427478,0.090762645
seemingly,3,absurd_surreal,0.16373536,0.07554011,0.12200856,0.15903106,0.16373536,0.13077584,0.04312047,0.0075475434,0.027741665
light,3,absurd_surreal,0.22151971,0.18285,0.06442571,0.06574656,0.22151971,0.105571076,0.0607981,0.07342682,0.1693841
likely,3,relationship_family,0.09660313,0.042499207,0.08493416,0.06019573,0.062750906,0.03491256,0.09660313,0.06525728,0.04898541
seats,3,topical_political,0.15077797,0.08536127,0.04361917,0.033776104,0.10130269,0.15077797,0.03184173,0.037189536,0.12246624
skates,3,relationship_family,0.07303338,0.031106804,-0.0052597383,-0.036030702,0.0021781363,0.028490577,0.07303338,0.03139238,0.06568904
offering,3,workplace_office,0.18342845,0.12351751,-7.5357035e-05,-0.031466197,0.043800313,0.11411243,0.043319874,0.18342845,0.14370716
gecko,3,animals,0.26628113,0.09185553,0.049785346,0.05002048,0.2582431,0.04137096,-0.019387849,0.045233134,0.26628113
husband,3,relationship_family,0.3592534,0.1419205,0.103817865,0.118379265,0.08070914,0.07162077,0.3592534,0.15762982,0.124190286
getting,3,topical_political,0.1356042,0.12873483,0.051967546,0.06036973,0.09145051,0.1356042,0.06670411,0.092144,0.13364038
glasses,3,absurd_surreal,0.14538185,0.023751196,0.048357833,0.057058282,0.14538185,0.050552264,0.07348158,0.112598374,0.049361266
monster,3,absurd_surreal,0.2750853,0.20173167,-0.0032936335,-0.051918402,0.2750853,0.06782741,0.048913375,0.096482724,0.20502909
gravity,3,absurd_surreal,0.18690088,0.12076071,0.04554033,0.002996944,0.18690088,0.11006388,0.04468219,-0.023472708,0.061296597
green,3,animals,0.1900985,0.13065141,0.05819921,-0.052788064,0.11602977,0.10054183,0.007746868,-0.0019292831,0.1900985
mobile,3,workplace_office,0.12494357,0.119626805,0.07359648,0.0010116361,0.049384043,0.051421218,0.11600281,0.12494357,0.10469007
sound,3,dark_humor,0.204019,0.204019,0.13494407,0.12254967,0.18221365,0.12716326,0.08630479,0.0753966,0.20373254
guitar,3,dark_humor,0.12930645,0.12930645,0.115976185,0.028621724,0.033036925,0.009518028,0.029714918,0.04959315,0.118419826
half,3,sarcasm_irony,0.13048956,0.06585845,0.06805187,0.13048956,0.11593036,0.08898969,0.04303692,0.1001486,0.06422657
opening,3,dark_humor,0.15627387,0.15627387,0.04591602,-0.026009604,0.08554985,0.13682945,-0.0048773587,0.029852439,0.13489188
sad,3,dark_humor,0.18224257,0.18224257,0.0681486,0.124372095,0.0787179,0.06317693,0.075101264,0.07413576,0.065032765
reservation,3,topical_political,0.1530589,0.022415567,0.128245,0.019896293,0.0870805,0.1530589,-0.017280158,0.055194993,0.11788217
hard,3,wordplay_puns,0.14074437,0.110437796,0.14074437,0.10704339,0.1130802,0.059759997,0.0253709,-0.028870098,0.13681644
snails,3,animals,0.27603567,0.19081765,0.09397493,0.024134926,0.23749036,0.057221204,0.015637748,0.044881675,0.27603567
hell,3,dark_humor,0.18870622,0.18870622,0.090882026,0.067508474,0.12523721,0.11732218,0.101650715,0.10447469,0.084041186
help,3,dark_humor,0.13521034,0.13521034,0.020588282,0.05246513,0.040808074,0.09077926,0.04027289,0.038571365,0.0904708
smile,3,animals,0.12867364,0.06802397,0.05675742,0.12037489,0.06249354,0.120142296,0.040718026,0.07370961,0.12867364
hind,3,animals,0.19788915,0.047287896,0.08447291,0.0735199,0.12109591,0.0063209347,0.017741915,0.0008583006,0.19788915
olympic,3,topical_political,0.1658712,0.081015244,-0.031308018,0.03745859,0.0651855,0.1658712,-0.050531186,0.019002438,0.06119937
rocket,3,dark_humor,0.1955384,0.1955384,0.1382198,0.16794962,0.18669632,0.1599485,0.0101676285,0.108590856,0.1464816
meant,3,wordplay_puns,0.23565853,0.08784952,0.23565853,0.17003253,0.06586132,0.041176055,0.089136094,-0.0012480756,0.024140116
holes,3,dark_humor,0.21546224,0.21546224,0.11659645,-0.0121312225,0.14399178,0.19242361,0.08166603,-0.065732956,0.16998592
slippers,3,animals,0.121241316,0.11981364,0.07417317,-0.008521895,0.09851675,0.08084978,0.08705605,0.0957491,0.121241316
hornets,3,animals,0.14712092,0.14104834,0.100451834,0.033673257,0.08837111,0.09711427,0.03445939,-0.073003665,0.14712092
scared,3,topical_political,0.19431457,0.14425133,0.046533044,-0.03808874,0.14372784,0.19431457,0.014381222,-0.04284408,0.14190046
honey,3,relationship_family,0.19208956,0.06901072,0.07690105,0.060925376,0.057830207,0.13468191,0.19208956,-0.03183972,0.07814665
mythical,3,absurd_surreal,0.46142924,0.11410932,0.09985791,0.119572304,0.46142924,-0.011190558,0.045539774,-0.03714244,0.18723337
stockade,3,topical_political,0.14118041,0.035505988,0.040440895,0.022615112,0.046464674,0.14118041,0.0609352,0.0078746285,0.1088677
toast,3,sarcasm_irony,0.24473432,0.1599229,0.16116346,0.24473432,0.07580568,0.12655544,0.099426456,0.07617967,0.11450714
track,3,animals,0.13938175,0.034356706,-0.034487285,-0.07170186,0.09616139,0.072127864,0.033880953,0.019160442,0.13938175
pinata,3,animals,0.1816661,0.17974666,0.07902475,0.032633115,0.16985244,0.09506391,-0.0074308943,-0.059309058,0.1816661
trash,3,dark_humor,0.22465625,0.22465625,0.052770898,0.08453394,0.08164692,0.05053108,0.13492374,-0.037183814,0.131368
comes,3,wordplay_puns,0.11815855,0.11674947,0.11815855,0.04247594,-0.0073955967,0.10599716,0.0725747,-0.016021598,0.0997522
trophy,3,animals,0.20765315,0.17347942,0.0034428183,0.08642193,0.071225084,0.13068376,0.07687265,0.0379759,0.20765315
coffins,3,dark_humor,0.54734313,0.54734313,0.10284015,0.08257832,0.20556638,0.103348464,0.022307238,-0.0711459,0.13066179
coats,3,animals,0.22833242,0.07104299,-0.0096624,0.045797497,-0.0056032734,0.107911,0.019467024,0.04533384,0.22833242
clones,3,dark_humor,0.1619955,0.1619955,-0.035813518,0.038741894,0.0832881,0.03580016,0.028646793,-0.09379458,0.13828951
climbs,3,animals,0.17336808,0.134074,0.061972313,0.010352476,0.070414715,0.0601657,0.029319271,-0.01418224,0.17336808
tuba,3,absurd_surreal,0.1751886,0.11469844,0.14270955,-0.07987973,0.1751886,0.05546072,-0.017634936,0.050383948,0.14341685
piñata,3,animals,0.1816661,0.17974666,0.07902475,0.032633115,0.16985244,0.09506391,-0.0074308943,-0.059309058,0.1816661
type,3,animals,0.17237817,0.1681557,0.012386277,0.11544326,0.057456676,0.08018127,0.05507509,0.06431425,0.17237817
chest,3,animals,0.2654912,0.14331047,-0.03145192,0.05194962,0.11170858,0.11617293,0.051438127,0.019308735,0.2654912
chalk,3,wordplay_puns,0.11224515,0.11208629,0.11224515,0.09075041,0.08786784,0.036646396,0.014976208,-0.007334125,0.10900654
cell,3,topical_political,0.17970791,0.12306799,0.0720437,0.049823698,0.09361236,0.17970791,-0.055079393,0.111863405,0.1217753
cavewoman,3,dark_humor,0.17693686,0.17693686,0.0831628,0.041373357,0.13836987,0.07479222,0.043397743,0.08383833,0.14779514
cavepeople,3,dark_humor,0.17351249,0.17351249,0.058819115,0.053709213,0.16664478,0.06138928,0.026644086,-0.083009265,0.102378085
caused,3,relationship_family,0.15329736,0.0894344,0.12719497,0.06965957,0.091563806,0.14054549,0.15329736,0.054259866,0.09115412
puppet,3,animals,0.24125423,0.14655128,0.027127128,0.0036727898,0.21040922,0.11424607,0.005437823,0.038291186,0.24125423
case,3,relationship_family,0.14550014,0.106792405,0.08824012,0.06140604,0.06264508,0.0873965,0.14550014,0.08352087,0.07766038
plant,3,animals,0.18876532,0.07978034,0.118633516,0.013585052,0.1560662,0.08941196,0.013773516,0.015373728,0.18876532
tossing,3,dark_humor,0.16542573,0.16542573,0.106420174,0.08030513,0.0714094,0.047803815,0.10182217,0.034767378,0.08540508
tight,3,topical_political,0.1503181,0.07977907,0.052702345,0.040638,0.041845124,0.1503181,0.031720404,-0.043137256,0.10496147
cap,3,topical_political,0.17468977,0.090787426,0.050813563,0.0526426,0.026822185,0.17468977,0.038672462,0.1738826,0.12729417
railroad,3,animals,0.15313458,0.08825892,0.10493192,0.045923017,0.09476064,0.08297181,0.022515427,-0.031105157,0.15313458
survive,3,dark_humor,0.20636362,0.20636362,0.026567718,0.057149194,0.12138784,0.19325912,0.0634163,-0.062051624,0.12919214
dragons,3,animals,0.29912564,0.116989106,0.0559478,0.040289246,0.19877325,0.012377081,0.036950532,0.043903153,0.29912564
patron,3,animals,0.2042256,0.03830784,0.08421814,0.094846934,0.05310838,0.071844175,0.04766835,0.01637005,0.2042256
dozen,3,animals,0.1390354,0.10542007,0.017420027,0.053065166,0.10171188,0.040681638,0.019740485,0.02238322,0.1390354
donut,3,dark_humor,0.16873012,0.16873012,0.13605684,0.046032645,0.101985484,0.16438082,0.037634254,0.0016442966,0.13789172
dolls,3,absurd_surreal,0.21698458,0.16562039,0.07405624,-0.07917602,0.21698458,0.049250055,0.04927951,-0.07123146,0.18664998
swim,3,animals,0.16031401,0.04894855,-0.00037783012,0.013872143,0.05295495,0.10480765,0.08040657,-0.081767224,0.16031401
