contest_id,num_captions,image_locations,image_descriptions,image_uncanny_descriptions,entities,questions,Top Rated caption,The New Yorker's winner,date,Number of votes
625,5681.0,"['a baseball game', 'baseball field']","['A caveman with a large club is facing an umpire on a baseball field. The caveman and umpire is on the batter base but the caveman is facing the wrong way.', 'A caveman is at a baseball game. He is holding a club and is up to bat. The other player stares at him.', 'A catcher is playing a baseball game. The man at bat has a club and is a caveman.']","['A caveman is not a player in the game of baseball. Usually the batter is.', 'There is a caveman at the baseball game using a club as a baseball bat.', ""Cavemen don't belong in this time.""]","['https://en.wikipedia.org/wiki/Club_(weapon)', 'https://en.wikipedia.org/wiki/Catcher', 'https://en.wikipedia.org/wiki/Caveman']","['Why is the caveman playing ball?', 'Why the caveman not batting?', 'Why is there a caveman at a baseball game?']","“No, sir, this is Fenway. You're looking for Jurassic Park.”",“A lot has happened since your last at-bat.”,2018-07-16,1326529
626,5859.0,"['ranch', 'an open plain']","['A man was riding a horse. The horse kicked him off. The man looks happy and is on his phone.', ""There is a horse in its pen. It's bucking off a man in a suit."", 'a man in shirt and tie is being bucked off a horse. He is happy in midair as he is using a cellphone']","['The man looks happy being kicked off the horse. Normally people get upset.', 'The man is not dressed for riding.', 'it is unusual for someone to ride a horse in a shirt and tie while using a cellphone']","['https://en.wikipedia.org/wiki/White-collar_worker', 'https://en.wikipedia.org/wiki/Bull_riding', 'https://en.wikipedia.org/wiki/Horse', 'https://en.wikipedia.org/wiki/Bucking_horse']","['why is this man in a shirt and tie?', 'Is the man about to break his neck?', 'Why is the man so happy about this?']","“About to land now, call you when I'm on the ground.”",“I’m in the air right now—let me call you back after I land.”,2018-07-23,994702
627,6509.0,"['a balcony', 'a ledge of a building']","['A couple is having dinner outside on a window ledge. The waiter waits inside by the window for their order.', 'A man and a woman sit at a restaurant table which is placed outside on the ledge of a building, Both are looking down at their menus. A waiter stands by at the building window waiting for their order.', 'There are two people looking at a menu on a balcony. A waiter is looking outside a window talking to them.']","['There are two people having dinner on a balcony, which is dangerous.', 'It is unusual that a restaurant table is placed outside the restaurant and dangerously close the the ledge of the building.', 'It is dangerous for people to sit by window ledges or they may fall to their death.']","['https://en.wikipedia.org/wiki/Menu', 'https://en.wikipedia.org/wiki/Waiting_staff', 'https://en.wikipedia.org/wiki/Restaurant']","[""What's on the menu?"", 'Why is the table placed where it is?', ""Why are the people on a balcony that doesn't seem to support them?"", 'Why are they eating outside of a window?']",“I recommend the pigeon. It's locally sourced.”,"“Ignore the screams, sir. I’ll get you a new fork.”",2018-07-30,1162999
628,8066.0,['a bar'],"['A fish is at a bar, talking to a bartender. They are the only ones there.', 'A giant fish is at a bar talking to a bartender. It looks angry. It ordered a bunch of alcohol.', 'A bald bartender with an impressive mustache is behind the counter of a well-stocked bar.  An anthropomorphic fish, as tall as the man, is seated on one of the bar stools, with six finished shot glasses in front of it. The fish is gesturing towards the bartender for another round.']","[""There is a gigantic human-sized fish at a bar. Fish can't live out of the ocean and are not this big."", ""It's unusual to see a fish in a bar seated on the stools. It's uncanny to see a fish the size of a full grown man.  Finally, it's very odd to see a fish consuming any amount of whiskey."", 'There is a fish on the stool instead of a human.']","['https://en.wikipedia.org/wiki/Bartender', 'https://en.wikipedia.org/wiki/Complaint', 'https://en.wikipedia.org/wiki/Fish']","[""What's happened that's driven the fish to drink?"", 'What is he talking about to the bartender?', ""How's the fish going to pay for its liquor?"", 'Why is there a huge fish at the bar?']",“I heard today I'm getting canned.”,"“Yeah? Well, I’m also a fish out of Scotch.”",2018-08-06,1302098
629,4986.0,['rock wall'],['A woman is climbing a rock climbing wall. She sees a face on the wall.'],['There is a face or head coming out of the rock climbing wall.'],"['https://en.wikipedia.org/wiki/Human_head', 'https://en.wikipedia.org/wiki/Rock_climbing']",['Why is there a face in the rock climbing wall?'],"“In retrospect, I should have been more specific when I told the genie I wanted to be in a rock group and have women climbing all over me.”",“I wouldn’t. It’s a toupee.”,2018-08-13,865017
630,5656.0,['beach'],"['A man and woman are at the beach, but their position has flooded. They are waist deep in water.', 'A man and woman in swimsuits are under an umbrella. There is water all around them up to their arms.', 'A man and woman are sitting on the beach on a sunny day. They are nearly chest deep in ocean water though. They both have concerned expressions on their faces.']","['The man and woman are surrounded by water up to their arms at the beach. It is flooded, which is not supposed to be that way.', 'The tide might be out of place depending on the time of day.', 'The couple is sitting in deep water rather than being on the sand.']","['https://en.wikipedia.org/wiki/Umbrella', 'https://en.wikipedia.org/wiki/Parasol_(disambiguation)', 'https://en.wikipedia.org/wiki/Flood', 'https://en.wikipedia.org/wiki/Tide_table']","[""Why isn't the couple moving out of the water?"", 'Why is the beach flooded?', 'What caused the beach to be flooded?', 'Why are they still sitting in the water?']",“Gore was right. This is inconvenient.”,"“Trust me, come low tide everyone will want these seats.”",2018-08-20,1159733
631,5694.0,['airplane'],"[""A large group of diverse people are sitting in the middle aisle seats of a plain. A blonde woman with a laptop on her lap is looking to her left at a man wearing a chef's hat and uniform, throwing pizza dough into the air."", 'This is a plane full of people. A baker is tossing a pizza on the plane. The woman next to him looks puzzled.', ""A number of people are seated in a plane. A woman is having a conversation with a man wearing a chef's outfit.""]","[""A chef wouldn't be wearing his work clothes onto a plane."", ""It's unusual to see someone kneading pizza dough, throwing it up in the air, on an airplane.  TSA would likely have confiscated their dough."", 'There is a baker on the plane tossing a pizza.']","['https://en.wikipedia.org/wiki/Pizza', 'https://en.wikipedia.org/wiki/Chef']","['Why is he dressed that way?', 'Why is the baker tossing a pizza on the plane?', 'Why is the Chef making pizza on his flight?', 'How did the Chef get his dough past security?']","“If I had more dough, I'd be in first class.”","“Ideally, you want the dough to rise to about thirty-five thousand feet.”",2018-08-27,1065763
632,4935.0,['a police office'],"[""There is a woman wearing a badge, with her arms at her side, and an irritated expression, staring down at a seated scraggly-groomed man wearing a shirt and tie as well as the same badge. The man appears to be talking. On a table beside him is a microphone. In a large window behind him is a serious of decreasingly smaller dolls, in what's implied to be a criminal identification setup.""]","[""It's unusual to see a series of dolls being featured as the suspects in a crime.""]","['https://en.wikipedia.org/wiki/Police_lineup', 'https://en.wikipedia.org/wiki/Matryoshka_doll']","['What crime was committed?', 'How did the dolls, without arms or legs, perpetuate it?']","“I got her to open up, but now she's beside herself.”",“Looks like an inside inside inside inside inside job.”,2018-09-03,663855
633,4337.0,['a park'],"['Some people are at a playground. The adults are going down the slides, and one of them is talking to a child.']",['It would normally be the kids playing on the slides.'],"['https://en.wikipedia.org/wiki/Recess_(break)', 'https://en.wikipedia.org/wiki/Playground_slide', 'https://en.wikipedia.org/wiki/Adult']",['Why are the adults doing this?'],“The judge ordered a short recess.”,"“Sorry, kid, but this is the corporate ladder.”",2018-09-10,844596
634,4657.0,['the pyramids'],"['A man is giving a hot dog to a woman outside a pyramid. On top, there is a vendor.']",['The top of a pyramid is an odd location for a vendor.'],"['https://en.wikipedia.org/wiki/Food_cart', 'https://en.wikipedia.org/wiki/Hot_dog', 'https://en.wikipedia.org/wiki/Tourism']",['Why is he all the way up there?'],"“He offered us a franchise, but I think it’s a pyramid scheme.”",“I think it’s safe to assume it contains preservatives.”,2018-09-17,929951
635,7794.0,"['restaurant', 'a restaurant']","['A woman is having drinks with a knight in a restaurant. There is a picture on the wall.', 'A woman is having dinner with a knight at a restaurant. They both have wine.', 'A couple is having a date over wine. One of the date is wearing a suit of armor. The other date looks at him in disappointment.']","['There is a knight in modern day settings on a date.', ""Knights don't belong in the modern time period."", ""People don't go on dates in suits of armor because it would be hard to eat with a metal head armor on their head.""]","['https://en.wikipedia.org/wiki/Knight', 'https://en.wikipedia.org/wiki/Dating', 'https://en.wikipedia.org/wiki/Courtship']","['Why is the person wearing a full suit of armor?', 'Why is the knight on a date?', 'Is the knight her boyfriend?']",“I don't normally date Middle-Aged men.”,"“Well, I'm sort of between quests at the moment.”",2018-09-24,1311984
636,2930.0,['a construction site'],['A group of construction workers are sitting on a high beam pole while the grim reaper sits besides them. They are way up high to the point where buildings are below them.'],['The grim reaper is supposed to be a mythical being that does not exist.'],"['https://en.wikipedia.org/wiki/Death_(personification)', 'https://en.wikipedia.org/wiki/I-beam']",['Why is the grim reaper there?'],"“Yes, we all had the potato salad. Why?”","“I hope you’re on a break, too.”",2018-10-01,1098739
